GEOID,NAME,estimate
42047,"Elk County, Pennsylvania",30608
42049,"Erie County, Pennsylvania",275972
42051,"Fayette County, Pennsylvania",132289
42053,"Forest County, Pennsylvania",7351
42055,"Franklin County, Pennsylvania",153751
42057,"Fulton County, Pennsylvania",14506
42059,"Greene County, Pennsylvania",37144
42061,"Huntingdon County, Pennsylvania",45421
42063,"Indiana County, Pennsylvania",85755
42065,"Jefferson County, Pennsylvania",44084
42067,"Juniata County, Pennsylvania",24562
42069,"Lackawanna County, Pennsylvania",211454
42071,"Lancaster County, Pennsylvania",538347
42073,"Lawrence County, Pennsylvania",87382
42075,"Lebanon County, Pennsylvania",138674
42077,"Lehigh County, Pennsylvania",362613
42079,"Luzerne County, Pennsylvania",317884
42081,"Lycoming County, Pennsylvania",114859
42083,"McKean County, Pennsylvania",41806
42085,"Mercer County, Pennsylvania",112630
42087,"Mifflin County, Pennsylvania",46362
42089,"Monroe County, Pennsylvania",167586
42091,"Montgomery County, Pennsylvania",821301
42093,"Montour County, Pennsylvania",18294
42095,"Northampton County, Pennsylvania",301778
42097,"Northumberland County, Pennsylvania",92325
42099,"Perry County, Pennsylvania",45924
42101,"Philadelphia County, Pennsylvania",1575522
42103,"Pike County, Pennsylvania",55498
42105,"Potter County, Pennsylvania",16937
42107,"Schuylkill County, Pennsylvania",143555
42109,"Snyder County, Pennsylvania",40466
42111,"Somerset County, Pennsylvania",74949
42113,"Sullivan County, Pennsylvania",6177
42115,"Susquehanna County, Pennsylvania",41340
42117,"Tioga County, Pennsylvania",41226
42119,"Union County, Pennsylvania",45114
42121,"Venango County, Pennsylvania",52376
42123,"Warren County, Pennsylvania",40035
42125,"Washington County, Pennsylvania",207547
42127,"Wayne County, Pennsylvania",51536
42129,"Westmoreland County, Pennsylvania",354751
42131,"Wyoming County, Pennsylvania",27588
42133,"York County, Pennsylvania",444014
44001,"Bristol County, Rhode Island",48900
44003,"Kent County, Rhode Island",163861
44005,"Newport County, Rhode Island",83075
44007,"Providence County, Rhode Island",634533
44009,"Washington County, Rhode Island",126242
45001,"Abbeville County, South Carolina",24657
45003,"Aiken County, South Carolina",166926
45005,"Allendale County, South Carolina",9214
45007,"Anderson County, South Carolina",195995
45009,"Bamberg County, South Carolina",14600
45011,"Barnwell County, South Carolina",21577
45013,"Beaufort County, South Carolina",182658
45015,"Berkeley County, South Carolina",209065
45017,"Calhoun County, South Carolina",14713
45019,"Charleston County, South Carolina",394708
45021,"Cherokee County, South Carolina",56711
45023,"Chester County, South Carolina",32326
45025,"Chesterfield County, South Carolina",46024
45027,"Clarendon County, South Carolina",34017
45029,"Colleton County, South Carolina",37568
45031,"Darlington County, South Carolina",67253
45033,"Dillon County, South Carolina",30871
45035,"Dorchester County, South Carolina",155474
45037,"Edgefield County, South Carolina",26769
45039,"Fairfield County, South Carolina",22712
45041,"Florence County, South Carolina",138561
45043,"Georgetown County, South Carolina",61605
45045,"Greenville County, South Carolina",498402
45047,"Greenwood County, South Carolina",70264
45049,"Hampton County, South Carolina",19807
45051,"Horry County, South Carolina",320915
45053,"Jasper County, South Carolina",27900
45055,"Kershaw County, South Carolina",64361
45057,"Lancaster County, South Carolina",89546
45059,"Laurens County, South Carolina",66710
45061,"Lee County, South Carolina",17606
45063,"Lexington County, South Carolina",286316
45065,"McCormick County, South Carolina",9606
45067,"Marion County, South Carolina",31562
45069,"Marlboro County, South Carolina",27131
45071,"Newberry County, South Carolina",38068
45073,"Oconee County, South Carolina",76696
45075,"Orangeburg County, South Carolina",88454
45077,"Pickens County, South Carolina",122746
45079,"Richland County, South Carolina",408263
45081,"Saluda County, South Carolina",20299
45083,"Spartanburg County, South Carolina",302195
45085,"Sumter County, South Carolina",106995
45087,"Union County, South Carolina",27644
45089,"Williamsburg County, South Carolina",31794
45091,"York County, South Carolina",258641
46003,"Aurora County, South Dakota",2759
46005,"Beadle County, South Dakota",18374
46007,"Bennett County, South Dakota",3437
46009,"Bon Homme County, South Dakota",6969
46011,"Brookings County, South Dakota",34239
46013,"Brown County, South Dakota",38840
46015,"Brule County, South Dakota",5256
46017,"Buffalo County, South Dakota",2053
46019,"Butte County, South Dakota",10177
46021,"Campbell County, South Dakota",1435
46023,"Charles Mix County, South Dakota",9344
46025,"Clark County, South Dakota",3673
46027,"Clay County, South Dakota",13925
46029,"Codington County, South Dakota",27993
46031,"Corson County, South Dakota",4168
46033,"Custer County, South Dakota",8573
46035,"Davison County, South Dakota",19901
46037,"Day County, South Dakota",5506
46039,"Deuel County, South Dakota",4306
46041,"Dewey County, South Dakota",5779
46043,"Douglas County, South Dakota",2930
46045,"Edmunds County, South Dakota",3940
46047,"Fall River County, South Dakota",6774
46049,"Faulk County, South Dakota",2322
46051,"Grant County, South Dakota",7217
46053,"Gregory County, South Dakota",4201
46055,"Haakon County, South Dakota",2082
46057,"Hamlin County, South Dakota",6000
46059,"Hand County, South Dakota",3301
46061,"Hanson County, South Dakota",3397
46063,"Harding County, South Dakota",1311
46065,"Hughes County, South Dakota",17617
46067,"Hutchinson County, South Dakota",7315
46069,"Hyde County, South Dakota",1331
46071,"Jackson County, South Dakota",3287
46073,"Jerauld County, South Dakota",2029
46075,"Jones County, South Dakota",735
46077,"Kingsbury County, South Dakota",4967
46079,"Lake County, South Dakota",12574
46081,"Lawrence County, South Dakota",25234
46083,"Lincoln County, South Dakota",54914
46085,"Lyman County, South Dakota",3869
46087,"McCook County, South Dakota",5511
46089,"McPherson County, South Dakota",2364
46091,"Marshall County, South Dakota",4895
46093,"Meade County, South Dakota",27424
46095,"Mellette County, South Dakota",2055
46097,"Miner County, South Dakota",2229
46099,"Minnehaha County, South Dakota",186749
46101,"Moody County, South Dakota",6506
46102,"Oglala Lakota County, South Dakota",14335
46103,"Pennington County, South Dakota",109294
46105,"Perkins County, South Dakota",2907
46107,"Potter County, South Dakota",2326
46109,"Roberts County, South Dakota",10285
46111,"Sanborn County, South Dakota",2388
46115,"Spink County, South Dakota",6543
46117,"Stanley County, South Dakota",2997
46119,"Sully County, South Dakota",1331
46121,"Todd County, South Dakota",10146
46123,"Tripp County, South Dakota",5468
46125,"Turner County, South Dakota",8264
46127,"Union County, South Dakota",15177
46129,"Walworth County, South Dakota",5510
46135,"Yankton County, South Dakota",22717
46137,"Ziebach County, South Dakota",2814
47001,"Anderson County, Tennessee",75775
47003,"Bedford County, Tennessee",47558
47005,"Benton County, Tennessee",16112
47007,"Bledsoe County, Tennessee",14602
47009,"Blount County, Tennessee",128443
47011,"Bradley County, Tennessee",104557
47013,"Campbell County, Tennessee",39687
47015,"Cannon County, Tennessee",13976
47017,"Carroll County, Tennessee",28018
47019,"Carter County, Tennessee",56391
47021,"Cheatham County, Tennessee",39929
47023,"Chester County, Tennessee",17150
47025,"Claiborne County, Tennessee",31613
47027,"Clay County, Tennessee",7686
47029,"Cocke County, Tennessee",35336
47031,"Coffee County, Tennessee",54531
47033,"Crockett County, Tennessee",14499
47035,"Cumberland County, Tennessee",58634
47037,"Davidson County, Tennessee",684017
47039,"Decatur County, Tennessee",11683
47041,"DeKalb County, Tennessee",19601
47043,"Dickson County, Tennessee",51988
47045,"Dyer County, Tennessee",37576
47047,"Fayette County, Tennessee",39692
47049,"Fentress County, Tennessee",17994
47051,"Franklin County, Tennessee",41512
47053,"Gibson County, Tennessee",49175
47055,"Giles County, Tennessee",29167
47057,"Grainger County, Tennessee",23013
47059,"Greene County, Tennessee",68669
47061,"Grundy County, Tennessee",13331
47063,"Hamblen County, Tennessee",63740
47065,"Hamilton County, Tennessee",357546
47067,"Hancock County, Tennessee",6585
47069,"Hardeman County, Tennessee",25562
47071,"Hardin County, Tennessee",25771
47073,"Hawkins County, Tennessee",56402
47075,"Haywood County, Tennessee",17779
47077,"Henderson County, Tennessee",27859
47079,"Henry County, Tennessee",32279
47081,"Hickman County, Tennessee",24678
47083,"Houston County, Tennessee",8176
47085,"Humphreys County, Tennessee",18318
47087,"Jackson County, Tennessee",11615
47089,"Jefferson County, Tennessee",53247
47091,"Johnson County, Tennessee",17789
47093,"Knox County, Tennessee",456185
47095,"Lake County, Tennessee",7526
47097,"Lauderdale County, Tennessee",26297
47099,"Lawrence County, Tennessee",42937
47101,"Lewis County, Tennessee",11956
47103,"Lincoln County, Tennessee",33711
47105,"Loudon County, Tennessee",51610
47107,"McMinn County, Tennessee",52773
47109,"McNairy County, Tennessee",25903
47111,"Macon County, Tennessee",23487
47113,"Madison County, Tennessee",97682
47115,"Marion County, Tennessee",28417
47117,"Marshall County, Tennessee",32269
47119,"Maury County, Tennessee",89776
47121,"Meigs County, Tennessee",11962
47123,"Monroe County, Tennessee",45876
47125,"Montgomery County, Tennessee",196387
47127,"Moore County, Tennessee",6322
47129,"Morgan County, Tennessee",21596
47131,"Obion County, Tennessee",30520
47133,"Overton County, Tennessee",22004
47135,"Perry County, Tennessee",7912
47137,"Pickett County, Tennessee",5088
47139,"Polk County, Tennessee",16782
47141,"Putnam County, Tennessee",76440
47143,"Rhea County, Tennessee",32628
47145,"Roane County, Tennessee",52897
47147,"Robertson County, Tennessee",69344
47149,"Rutherford County, Tennessee",307128
47151,"Scott County, Tennessee",21954
47153,"Sequatchie County, Tennessee",14730
47155,"Sevier County, Tennessee",96287
47157,"Shelby County, Tennessee",937005
47159,"Smith County, Tennessee",19458
47161,"Stewart County, Tennessee",13301
47163,"Sullivan County, Tennessee",156734
47165,"Sumner County, Tennessee",179473
47167,"Tipton County, Tennessee",61446
47169,"Trousdale County, Tennessee",9573
47171,"Unicoi County, Tennessee",17780
47173,"Union County, Tennessee",19293
47175,"Van Buren County, Tennessee",5704
47177,"Warren County, Tennessee",40454
47179,"Washington County, Tennessee",127055
47181,"Wayne County, Tennessee",16649
47183,"Weakley County, Tennessee",33626
47185,"White County, Tennessee",26580
47187,"Williamson County, Tennessee",218648
47189,"Wilson County, Tennessee",132663
48001,"Anderson County, Texas",57863
48003,"Andrews County, Texas",17818
48005,"Angelina County, Texas",87607
48007,"Aransas County, Texas",24763
48009,"Archer County, Texas",8789
48011,"Armstrong County, Texas",1916
48013,"Atascosa County, Texas",48828
48015,"Austin County, Texas",29565
48017,"Bailey County, Texas",7092
48019,"Bandera County, Texas",21763
48021,"Bastrop County, Texas",82577
48023,"Baylor County, Texas",3591
48025,"Bee County, Texas",32691
48027,"Bell County, Texas",342236
48029,"Bexar County, Texas",1925865
48031,"Blanco County, Texas",11279
48033,"Borden County, Texas",665
48035,"Bosque County, Texas",18122
48037,"Bowie County, Texas",93858
48039,"Brazoria County, Texas",353999
48041,"Brazos County, Texas",219193
48043,"Brewster County, Texas",9216
48045,"Briscoe County, Texas",1546
48047,"Brooks County, Texas",7180
48049,"Brown County, Texas",37834
48051,"Burleson County, Texas",17863
48053,"Burnet County, Texas",45750
48055,"Caldwell County, Texas",41401
48057,"Calhoun County, Texas",21807
48059,"Callahan County, Texas",13770
48061,"Cameron County, Texas",421750
48063,"Camp County, Texas",12813
48065,"Carson County, Texas",6032
48067,"Cass County, Texas",30087
48069,"Castro County, Texas",7787
48071,"Chambers County, Texas",40292
48073,"Cherokee County, Texas",51903
48075,"Childress County, Texas",7226
48077,"Clay County, Texas",10387
48079,"Cochran County, Texas",2904
48081,"Coke County, Texas",3275
48083,"Coleman County, Texas",8391
48085,"Collin County, Texas",944350
48087,"Collingsworth County, Texas",2996
48089,"Colorado County, Texas",21022
48091,"Comal County, Texas",135097
48093,"Comanche County, Texas",13495
48095,"Concho County, Texas",4233
48097,"Cooke County, Texas",39571
48099,"Coryell County, Texas",75389
48101,"Cottle County, Texas",1623
48103,"Crane County, Texas",4839
48105,"Crockett County, Texas",3633
48107,"Crosby County, Texas",5861
48109,"Culberson County, Texas",2241
48111,"Dallam County, Texas",7243
48113,"Dallas County, Texas",2586552
48115,"Dawson County, Texas",12964
48117,"Deaf Smith County, Texas",18899
48119,"Delta County, Texas",5215
48121,"Denton County, Texas",807047
48123,"DeWitt County, Texas",20435
48125,"Dickens County, Texas",2216
48127,"Dimmit County, Texas",10663
48129,"Donley County, Texas",3387
48131,"Duval County, Texas",11355
48133,"Eastland County, Texas",18270
48135,"Ector County, Texas",158342
48137,"Edwards County, Texas",2055
48139,"Ellis County, Texas",168838
48141,"El Paso County, Texas",837654
48143,"Erath County, Texas",41482
48145,"Falls County, Texas",17299
48147,"Fannin County, Texas",34175
48149,"Fayette County, Texas",25066
48151,"Fisher County, Texas",3883
48153,"Floyd County, Texas",5872
48155,"Foard County, Texas",1408
48157,"Fort Bend County, Texas",739342
48159,"Franklin County, Texas",10679
48161,"Freestone County, Texas",19709
48163,"Frio County, Texas",19394
48165,"Gaines County, Texas",20321
48167,"Galveston County, Texas",327089
48169,"Garza County, Texas",6288
48171,"Gillespie County, Texas",26208
48173,"Glasscock County, Texas",1430
48175,"Goliad County, Texas",7531
48177,"Gonzales County, Texas",20667
48179,"Gray County, Texas",22685
48181,"Grayson County, Texas",128560
48183,"Gregg County, Texas",123494
48185,"Grimes County, Texas",27630
48187,"Guadalupe County, Texas",155137
48189,"Hale County, Texas",34113
48191,"Hall County, Texas",3074
48193,"Hamilton County, Texas",8269
48195,"Hansford County, Texas",5547
48197,"Hardeman County, Texas",3952
48199,"Hardin County, Texas",56379
48201,"Harris County, Texas",4602523
48203,"Harrison County, Texas",66645
48205,"Hartley County, Texas",5767
48207,"Haskell County, Texas",5809
48209,"Hays County, Texas",204150
48211,"Hemphill County, Texas",4061
48213,"Henderson County, Texas",80460
48215,"Hidalgo County, Texas",849389
48217,"Hill County, Texas",35399
48219,"Hockley County, Texas",23162
48221,"Hood County, Texas",56901
48223,"Hopkins County, Texas",36240
48225,"Houston County, Texas",22955
48227,"Howard County, Texas",36667
48229,"Hudspeth County, Texas",4098
48231,"Hunt County, Texas",92152
48233,"Hutchinson County, Texas",21571
48235,"Irion County, Texas",1524
48237,"Jack County, Texas",8842
48239,"Jackson County, Texas",14820
48241,"Jasper County, Texas",35504
48243,"Jeff Davis County, Texas",2234
48245,"Jefferson County, Texas",255210
48247,"Jim Hogg County, Texas",5282
48249,"Jim Wells County, Texas",41192
48251,"Johnson County, Texas",163475
48253,"Jones County, Texas",19891
48255,"Karnes County, Texas",15387
48257,"Kaufman County, Texas",118910
48259,"Kendall County, Texas",41982
48261,"Kenedy County, Texas",595
48263,"Kent County, Texas",749
48265,"Kerr County, Texas",51365
48267,"Kimble County, Texas",4408
48269,"King County, Texas",228
48271,"Kinney County, Texas",3675
48273,"Kleberg County, Texas",31425
48275,"Knox County, Texas",3733
48277,"Lamar County, Texas",49532
48279,"Lamb County, Texas",13262
48281,"Lampasas County, Texas",20640
48283,"La Salle County, Texas",7409
48285,"Lavaca County, Texas",19941
48287,"Lee County, Texas",16952
48289,"Leon County, Texas",17098
48291,"Liberty County, Texas",81862
48293,"Limestone County, Texas",23515
48295,"Lipscomb County, Texas",3469
48297,"Live Oak County, Texas",12123
48299,"Llano County, Texas",20640
48301,"Loving County, Texas",102
48303,"Lubbock County, Texas",301454
48305,"Lynn County, Texas",5808
48307,"McCulloch County, Texas",8098
48309,"McLennan County, Texas",248429
48311,"McMullen County, Texas",662
48313,"Madison County, Texas",14128
48315,"Marion County, Texas",10083
48317,"Martin County, Texas",5614
48319,"Mason County, Texas",4161
48321,"Matagorda County, Texas",36743
48323,"Maverick County, Texas",57970
48325,"Medina County, Texas",49334
48327,"Menard County, Texas",2123
48329,"Midland County, Texas",164194
48331,"Milam County, Texas",24664
48333,"Mills County, Texas",4902
48335,"Mitchell County, Texas",8558
48337,"Montague County, Texas",19409
48339,"Montgomery County, Texas",554445
48341,"Moore County, Texas",21801
48343,"Morris County, Texas",12424
48345,"Motley County, Texas",1156
48347,"Nacogdoches County, Texas",65558
48349,"Navarro County, Texas",48583
48351,"Newton County, Texas",14057
48353,"Nolan County, Texas",14966
48355,"Nueces County, Texas",360486
48357,"Ochiltree County, Texas",10348
48359,"Oldham County, Texas",2090
48361,"Orange County, Texas",84047
48363,"Palo Pinto County, Texas",28317
48365,"Panola County, Texas",23440
48367,"Parker County, Texas",129802
48369,"Parmer County, Texas",9852
48371,"Pecos County, Texas",15797
48373,"Polk County, Texas",47837
48375,"Potter County, Texas",120899
48377,"Presidio County, Texas",7123
48379,"Rains County, Texas",11473
48381,"Randall County, Texas",132475
48383,"Reagan County, Texas",3752
48385,"Real County, Texas",3389
48387,"Red River County, Texas",12275
48389,"Reeves County, Texas",15125
48391,"Refugio County, Texas",7236
48393,"Roberts County, Texas",885
48395,"Robertson County, Texas",16890
48397,"Rockwall County, Texas",93642
48399,"Runnels County, Texas",10310
48401,"Rusk County, Texas",53595
48403,"Sabine County, Texas",10458
48405,"San Augustine County, Texas",8327
48407,"San Jacinto County, Texas",27819
48409,"San Patricio County, Texas",67046
48411,"San Saba County, Texas",5962
48413,"Schleicher County, Texas",3061
48415,"Scurry County, Texas",17239
48417,"Shackelford County, Texas",3311
48419,"Shelby County, Texas",25478
48421,"Sherman County, Texas",3058
48423,"Smith County, Texas",225015
48425,"Somervell County, Texas",8743
48427,"Starr County, Texas",63894
48429,"Stephens County, Texas",9372
48431,"Sterling County, Texas",1141
48433,"Stonewall County, Texas",1385
48435,"Sutton County, Texas",3865
48437,"Swisher County, Texas",7484
48439,"Tarrant County, Texas",2019977
48441,"Taylor County, Texas",136348
48443,"Terrell County, Texas",862
48445,"Terry County, Texas",12615
48447,"Throckmorton County, Texas",1567
48449,"Titus County, Texas",32730
48451,"Tom Green County, Texas",117466
48453,"Travis County, Texas",1203166
48455,"Trinity County, Texas",14569
48457,"Tyler County, Texas",21496
48459,"Upshur County, Texas",40769
48461,"Upton County, Texas",3634
48463,"Uvalde County, Texas",27009
48465,"Val Verde County, Texas",49027
48467,"Van Zandt County, Texas",54368
48469,"Victoria County, Texas",91970
48471,"Walker County, Texas",71539
48473,"Waller County, Texas",49987
48475,"Ward County, Texas",11586
48477,"Washington County, Texas",34796
48479,"Webb County, Texas",272053
48481,"Wharton County, Texas",41551
48483,"Wheeler County, Texas",5482
48485,"Wichita County, Texas",131818
48487,"Wilbarger County, Texas",12906
48489,"Willacy County, Texas",21754
48491,"Williamson County, Texas",527057
48493,"Wilson County, Texas",48198
48495,"Winkler County, Texas",7802
48497,"Wise County, Texas",64639
48499,"Wood County, Texas",43815
48501,"Yoakum County, Texas",8571
48503,"Young County, Texas",18114
48505,"Zapata County, Texas",14369
48507,"Zavala County, Texas",12131
49001,"Beaver County, Utah",6443
49003,"Box Elder County, Utah",53001
49005,"Cache County, Utah",122336
49007,"Carbon County, Utah",20356
49009,"Daggett County, Utah",612
49011,"Davis County, Utah",340621
49013,"Duchesne County, Utah",20219
49015,"Emery County, Utah",10248
49017,"Garfield County, Utah",5017
49019,"Grand County, Utah",9616
49021,"Iron County, Utah",49691
49023,"Juab County, Utah",10948
49025,"Kane County, Utah",7350
49027,"Millard County, Utah",12733
49029,"Morgan County, Utah",11391
49031,"Piute County, Utah",1904
49033,"Rich County, Utah",2350
49035,"Salt Lake County, Utah",1120805
49037,"San Juan County, Utah",15281
49039,"Sanpete County, Utah",29366
49041,"Sevier County, Utah",21118
49043,"Summit County, Utah",40511
49045,"Tooele County, Utah",65185
49047,"Uintah County, Utah",36323
49049,"Utah County, Utah",590440
49051,"Wasatch County, Utah",30523
49053,"Washington County, Utah",160537
49055,"Wayne County, Utah",2694
49057,"Weber County, Utah",247731
50001,"Addison County, Vermont",36939
50003,"Bennington County, Vermont",35920
50005,"Caledonia County, Vermont",30425
50007,"Chittenden County, Vermont",162052
50009,"Essex County, Vermont",6208
50011,"Franklin County, Vermont",49025
50013,"Grand Isle County, Vermont",6965
50015,"Lamoille County, Vermont",25268
50017,"Orange County, Vermont",28937
50019,"Orleans County, Vermont",26911
50021,"Rutland County, Vermont",59273
50023,"Washington County, Vermont",58477
50025,"Windham County, Vermont",43150
50027,"Windsor County, Vermont",55427
51001,"Accomack County, Virginia",32742
51003,"Albemarle County, Virginia",106355
51005,"Alleghany County, Virginia",15286
51007,"Amelia County, Virginia",12854
51009,"Amherst County, Virginia",31882
51011,"Appomattox County, Virginia",15577
51013,"Arlington County, Virginia",231803
51015,"Augusta County, Virginia",74701
51017,"Bath County, Virginia",4393
51019,"Bedford County, Virginia",77908
51021,"Bland County, Virginia",6447
51023,"Botetourt County, Virginia",33222
51025,"Brunswick County, Virginia",16665
51027,"Buchanan County, Virginia",22138
51029,"Buckingham County, Virginia",17004
51031,"Campbell County, Virginia",55170
51033,"Caroline County, Virginia",30184
51035,"Carroll County, Virginia",29738
51036,"Charles City County, Virginia",6995
51037,"Charlotte County, Virginia",12095
51041,"Chesterfield County, Virginia",339447
51043,"Clarke County, Virginia",14365
51045,"Craig County, Virginia",5113
51047,"Culpeper County, Virginia",50450
51049,"Cumberland County, Virginia",9786
51051,"Dickenson County, Virginia",14960
51053,"Dinwiddie County, Virginia",28308
51057,"Essex County, Virginia",11036
51059,"Fairfax County, Virginia",1143529
51061,"Fauquier County, Virginia",69115
51063,"Floyd County, Virginia",15666
51065,"Fluvanna County, Virginia",26282
51067,"Franklin County, Virginia",56233
51069,"Frederick County, Virginia",85153
51071,"Giles County, Virginia",16814
51073,"Gloucester County, Virginia",37161
51075,"Goochland County, Virginia",22482
51077,"Grayson County, Virginia",15811
51079,"Greene County, Virginia",19410
51081,"Greensville County, Virginia",11659
51083,"Halifax County, Virginia",34779
51085,"Hanover County, Virginia",104449
51087,"Henrico County, Virginia",325642
51089,"Henry County, Virginia",51588
51091,"Highland County, Virginia",2214
51093,"Isle of Wight County, Virginia",36372
51095,"James City County, Virginia",74153
51097,"King and Queen County, Virginia",7052
51099,"King George County, Virginia",25890
51101,"King William County, Virginia",16497
51103,"Lancaster County, Virginia",10804
51105,"Lee County, Virginia",24134
51107,"Loudoun County, Virginia",385143
51109,"Louisa County, Virginia",35380
51111,"Lunenburg County, Virginia",12278
51113,"Madison County, Virginia",13139
51115,"Mathews County, Virginia",8796
51117,"Mecklenburg County, Virginia",30847
51119,"Middlesex County, Virginia",10700
51121,"Montgomery County, Virginia",97997
51125,"Nelson County, Virginia",14812
51127,"New Kent County, Virginia",21103
51131,"Northampton County, Virginia",11957
51133,"Northumberland County, Virginia",12223
51135,"Nottoway County, Virginia",15500
51137,"Orange County, Virginia",35612
51139,"Page County, Virginia",23749
51141,"Patrick County, Virginia",17859
51143,"Pittsylvania County, Virginia",61676
51145,"Powhatan County, Virginia",28574
51147,"Prince Edward County, Virginia",22956
51149,"Prince George County, Virginia",37894
51153,"Prince William County, Virginia",456749
51155,"Pulaski County, Virginia",34234
51157,"Rappahannock County, Virginia",7332
51159,"Richmond County, Virginia",8878
51161,"Roanoke County, Virginia",93583
51163,"Rockbridge County, Virginia",22509
51165,"Rockingham County, Virginia",79444
51167,"Russell County, Virginia",27408
51169,"Scott County, Virginia",22009
51171,"Shenandoah County, Virginia",43045
51173,"Smyth County, Virginia",31059
51175,"Southampton County, Virginia",17939
51177,"Spotsylvania County, Virginia",131412
51179,"Stafford County, Virginia",144012
51181,"Surry County, Virginia",6600
51183,"Sussex County, Virginia",11486
51185,"Tazewell County, Virginia",42080
51187,"Warren County, Virginia",39449
51191,"Washington County, Virginia",54406
51193,"Westmoreland County, Virginia",17638
51195,"Wise County, Virginia",39025
51197,"Wythe County, Virginia",28940
51199,"York County, Virginia",67587
51510,"Alexandria city, Virginia",156505
51520,"Bristol city, Virginia",16843
51530,"Buena Vista city, Virginia",6399
51540,"Charlottesville city, Virginia",47042
51550,"Chesapeake city, Virginia",237820
51570,"Colonial Heights city, Virginia",17593
51580,"Covington city, Virginia",5582
51590,"Danville city, Virginia",41512
51595,"Emporia city, Virginia",5381
51600,"Fairfax city, Virginia",23865
51610,"Falls Church city, Virginia",14067
51620,"Franklin city, Virginia",8211
51630,"Fredericksburg city, Virginia",28469
51640,"Galax city, Virginia",6638
51650,"Hampton city, Virginia",135583
51660,"Harrisonburg city, Virginia",53391
51670,"Hopewell city, Virginia",22408
51678,"Lexington city, Virginia",7110
51680,"Lynchburg city, Virginia",80131
51683,"Manassas city, Virginia",41457
51685,"Manassas Park city, Virginia",16423
51690,"Martinsville city, Virginia",13101
51700,"Newport News city, Virginia",180145
51710,"Norfolk city, Virginia",245592
51720,"Norton city, Virginia",3990
51730,"Petersburg city, Virginia",31827
51735,"Poquoson city, Virginia",12039
51740,"Portsmouth city, Virginia",95311
51750,"Radford city, Virginia",17630
51760,"Richmond city, Virginia",223787
51770,"Roanoke city, Virginia",99621
51775,"Salem city, Virginia",25519
51790,"Staunton city, Virginia",24452
51800,"Suffolk city, Virginia",89160
51810,"Virginia Beach city, Virginia",450135
51820,"Waynesboro city, Virginia",21926
51830,"Williamsburg city, Virginia",14788
51840,"Winchester city, Virginia",27789
53001,"Adams County, Washington",19452
53003,"Asotin County, Washington",22337
53005,"Benton County, Washington",194168
53007,"Chelan County, Washington",75757
53009,"Clallam County, Washington",74487
53011,"Clark County, Washington",465384
53013,"Columbia County, Washington",4001
53015,"Cowlitz County, Washington",105112
53017,"Douglas County, Washington",41371
53019,"Ferry County, Washington",7576
53021,"Franklin County, Washington",90660
53023,"Garfield County, Washington",2224
53025,"Grant County, Washington",94860
53027,"Grays Harbor County, Washington",71967
53029,"Island County, Washington",81636
53031,"Jefferson County, Washington",30856
53033,"King County, Washington",2163257
53035,"Kitsap County, Washington",262475
53037,"Kittitas County, Washington",44825
53039,"Klickitat County, Washington",21396
53041,"Lewis County, Washington",76947
53043,"Lincoln County, Washington",10435
53045,"Mason County, Washington",62627
53047,"Okanogan County, Washington",41638
53049,"Pacific County, Washington",21281
53051,"Pend Oreille County, Washington",13219
53053,"Pierce County, Washington",859840
53055,"San Juan County, Washington",16473
53057,"Skagit County, Washington",123907
53059,"Skamania County, Washington",11620
53061,"Snohomish County, Washington",786620
53063,"Spokane County, Washington",497875
53065,"Stevens County, Washington",44214
53067,"Thurston County, Washington",274684
53069,"Wahkiakum County, Washington",4189
53071,"Walla Walla County, Washington",60236
53073,"Whatcom County, Washington",216812
53075,"Whitman County, Washington",48593
53077,"Yakima County, Washington",249325
54001,"Barbour County, West Virginia",16730
54003,"Berkeley County, West Virginia",113495
54005,"Boone County, West Virginia",22817
54007,"Braxton County, West Virginia",14282
54009,"Brooke County, West Virginia",22772
54011,"Cabell County, West Virginia",95318
54013,"Calhoun County, West Virginia",7396
54015,"Clay County, West Virginia",8785
54017,"Doddridge County, West Virginia",8536
54019,"Fayette County, West Virginia",44126
54021,"Gilmer County, West Virginia",8205
54023,"Grant County, West Virginia",11641
54025,"Greenbrier County, West Virginia",35347
54027,"Hampshire County, West Virginia",23363
54029,"Hancock County, West Virginia",29680
54031,"Hardy County, West Virginia",13842
54033,"Harrison County, West Virginia",68209
54035,"Jackson County, West Virginia",29018
54037,"Jefferson County, West Virginia",56179
54039,"Kanawha County, West Virginia",185710
54041,"Lewis County, West Virginia",16276
54043,"Lincoln County, West Virginia",21078
54045,"Logan County, West Virginia",33801
54047,"McDowell County, West Virginia",19217
54049,"Marion County, West Virginia",56497
54051,"Marshall County, West Virginia",31645
54053,"Mason County, West Virginia",26939
54055,"Mercer County, West Virginia",60486
54057,"Mineral County, West Virginia",27278
54059,"Mingo County, West Virginia",24741
54061,"Monongalia County, West Virginia",105252
54063,"Monroe County, West Virginia",13467
54065,"Morgan County, West Virginia",17624
54067,"Nicholas County, West Virginia",25324
54069,"Ohio County, West Virginia",42547
54071,"Pendleton County, West Virginia",7056
54073,"Pleasants County, West Virginia",7507
54075,"Pocahontas County, West Virginia",8531
54077,"Preston County, West Virginia",33837
54079,"Putnam County, West Virginia",56652
54081,"Raleigh County, West Virginia",76232
54083,"Randolph County, West Virginia",29065
54085,"Ritchie County, West Virginia",9932
54087,"Roane County, West Virginia",14205
