state,standardized_date,# Infected,# Deaths,total_number_of_days,population,# Susceptible
TN,2020-04-03,3066.0,37.0,32,6346105,6343039.0
TN,2020-04-04,3319.0,43.0,32,6346105,6342786.0
TN,2020-04-05,3631.0,45.0,32,6346105,6342474.0
TN,2020-04-06,3800.0,65.0,32,6346105,6342305.0
TN,2020-04-07,4136.0,72.0,32,6346105,6341969.0
TN,2020-04-08,4361.0,79.0,32,6346105,6341744.0
TN,2020-04-09,4632.0,94.0,32,6346105,6341473.0
TN,2020-04-10,4859.0,97.0,32,6346105,6341246.0
TN,2020-04-11,5111.0,101.0,32,6346105,6340994.0
TN,2020-04-12,5304.0,101.0,32,6346105,6340801.0
TN,2020-04-13,5610.0,109.0,32,6346105,6340495.0
TX,2020-03-08,11.0,0.0,36,25145561,25145550.0
TX,2020-03-09,16.0,0.0,36,25145561,25145545.0
TX,2020-03-10,21.0,0.0,36,25145561,25145540.0
TX,2020-03-11,21.0,0.0,36,25145561,25145540.0
TX,2020-03-12,23.0,0.0,36,25145561,25145538.0
TX,2020-03-13,38.0,0.0,36,25145561,25145523.0
TX,2020-03-14,51.0,0.0,36,25145561,25145510.0
TX,2020-03-15,59.0,0.0,36,25145561,25145502.0
TX,2020-03-16,60.0,1.0,36,25145561,25145501.0
TX,2020-03-17,76.0,1.0,36,25145561,25145485.0
TX,2020-03-18,107.0,2.0,36,25145561,25145454.0
TX,2020-03-19,230.0,4.0,36,25145561,25145331.0
TX,2020-03-20,304.0,5.0,36,25145561,25145257.0
TX,2020-03-21,338.0,5.0,36,25145561,25145223.0
TX,2020-03-22,365.0,5.0,36,25145561,25145196.0
TX,2020-03-23,702.0,9.0,36,25145561,25144859.0
TX,2020-03-24,894.0,11.0,36,25145561,25144667.0
TX,2020-03-25,1211.0,15.0,36,25145561,25144350.0
TX,2020-03-26,1576.0,21.0,36,25145561,25143985.0
TX,2020-03-27,1915.0,23.0,36,25145561,25143646.0
TX,2020-03-28,2225.0,30.0,36,25145561,25143336.0
TX,2020-03-29,2663.0,35.0,36,25145561,25142898.0
TX,2020-03-30,3085.0,39.0,36,25145561,25142476.0
TX,2020-03-31,3604.0,50.0,36,25145561,25141957.0
TX,2020-04-01,4268.0,64.0,36,25145561,25141293.0
TX,2020-04-02,4954.0,77.0,36,25145561,25140607.0
TX,2020-04-03,5704.0,90.0,36,25145561,25139857.0
TX,2020-04-04,6363.0,107.0,36,25145561,25139198.0
TX,2020-04-05,7007.0,127.0,36,25145561,25138554.0
TX,2020-04-06,7583.0,141.0,36,25145561,25137978.0
TX,2020-04-07,8653.0,155.0,36,25145561,25136908.0
TX,2020-04-08,9717.0,178.0,36,25145561,25135844.0
TX,2020-04-09,10563.0,199.0,36,25145561,25134998.0
TX,2020-04-10,12033.0,226.0,36,25145561,25133528.0
TX,2020-04-11,12958.0,254.0,36,25145561,25132603.0
TX,2020-04-12,13735.0,271.0,36,25145561,25131826.0
TX,2020-04-13,14212.0,271.0,36,25145561,25131349.0
UT,2020-03-14,19.0,0.0,30,2763885,2763866.0
UT,2020-03-15,21.0,0.0,30,2763885,2763864.0
UT,2020-03-16,30.0,1.0,30,2763885,2763855.0
UT,2020-03-17,51.0,0.0,30,2763885,2763834.0
UT,2020-03-18,65.0,0.0,30,2763885,2763820.0
UT,2020-03-19,78.0,0.0,30,2763885,2763807.0
UT,2020-03-20,112.0,0.0,30,2763885,2763773.0
UT,2020-03-21,136.0,0.0,30,2763885,2763749.0
UT,2020-03-22,180.0,1.0,30,2763885,2763705.0
UT,2020-03-23,257.0,1.0,30,2763885,2763628.0
UT,2020-03-24,298.0,1.0,30,2763885,2763587.0
UT,2020-03-25,345.0,1.0,30,2763885,2763540.0
UT,2020-03-26,410.0,1.0,30,2763885,2763475.0
UT,2020-03-27,482.0,2.0,30,2763885,2763403.0
UT,2020-03-28,603.0,3.0,30,2763885,2763282.0
UT,2020-03-29,712.0,3.0,30,2763885,2763173.0
UT,2020-03-30,804.0,4.0,30,2763885,2763081.0
UT,2020-03-31,887.0,4.0,30,2763885,2762998.0
UT,2020-04-01,1013.0,7.0,30,2763885,2762872.0
UT,2020-04-02,1076.0,7.0,30,2763885,2762809.0
UT,2020-04-03,1244.0,7.0,30,2763885,2762641.0
UT,2020-04-04,1422.0,8.0,30,2763885,2762463.0
UT,2020-04-05,1605.0,8.0,30,2763885,2762280.0
UT,2020-04-06,1675.0,13.0,30,2763885,2762210.0
UT,2020-04-07,1739.0,13.0,30,2763885,2762146.0
UT,2020-04-08,1848.0,13.0,30,2763885,2762037.0
UT,2020-04-09,1979.0,13.0,30,2763885,2761906.0
UT,2020-04-10,2103.0,17.0,30,2763885,2761782.0
UT,2020-04-11,2206.0,18.0,30,2763885,2761679.0
UT,2020-04-12,2305.0,18.0,30,2763885,2761580.0
UT,2020-04-13,2363.0,18.0,30,2763885,2761522.0
VA,2020-03-13,38.0,0.0,31,7932348,7932310.0
VA,2020-03-14,37.0,1.0,31,7932348,7932311.0
VA,2020-03-15,40.0,1.0,31,7932348,7932308.0
VA,2020-03-16,45.0,2.0,31,7932348,7932303.0
VA,2020-03-17,60.0,2.0,31,7932348,7932288.0
VA,2020-03-18,69.0,2.0,31,7932348,7932279.0
VA,2020-03-19,81.0,2.0,31,7932348,7932267.0
VA,2020-03-20,103.0,2.0,31,7932348,7932245.0
VA,2020-03-21,136.0,3.0,31,7932348,7932212.0
VA,2020-03-22,199.0,6.0,31,7932348,7932149.0
VA,2020-03-23,226.0,7.0,31,7932348,7932122.0
VA,2020-03-24,292.0,7.0,31,7932348,7932056.0
VA,2020-03-25,392.0,9.0,31,7932348,7931956.0
VA,2020-03-26,391.0,10.0,31,7932348,7931957.0
VA,2020-03-27,604.0,14.0,31,7932348,7931744.0
VA,2020-03-28,738.0,17.0,31,7932348,7931610.0
VA,2020-03-29,888.0,22.0,31,7932348,7931460.0
VA,2020-03-30,1018.0,25.0,31,7932348,7931330.0
VA,2020-03-31,1247.0,27.0,31,7932348,7931101.0
VA,2020-04-01,1482.0,34.0,31,7932348,7930866.0
VA,2020-04-02,1702.0,41.0,31,7932348,7930646.0
VA,2020-04-03,2009.0,46.0,31,7932348,7930339.0
VA,2020-04-04,2407.0,52.0,31,7932348,7929941.0
VA,2020-04-05,2635.0,51.0,31,7932348,7929713.0
VA,2020-04-06,2876.0,57.0,31,7932348,7929472.0
VA,2020-04-07,3333.0,63.0,31,7932348,7929015.0
VA,2020-04-08,3645.0,75.0,31,7932348,7928703.0
VA,2020-04-09,4042.0,109.0,31,7932348,7928306.0
VA,2020-04-10,4506.0,121.0,31,7932348,7927842.0
VA,2020-04-11,5077.0,130.0,31,7932348,7927271.0
VA,2020-04-12,5274.0,141.0,31,7932348,7927074.0
VA,2020-04-13,5747.0,148.0,31,7932348,7926601.0
VT,2020-03-17,12.0,0.0,27,625741,625729.0
VT,2020-03-18,18.0,0.0,27,625741,625723.0
VT,2020-03-19,21.0,2.0,27,625741,625720.0
VT,2020-03-20,33.0,2.0,27,625741,625708.0
VT,2020-03-21,49.0,2.0,27,625741,625692.0
VT,2020-03-22,53.0,2.0,27,625741,625688.0
VT,2020-03-23,76.0,4.0,27,625741,625665.0
VT,2020-03-24,95.0,6.0,27,625741,625646.0
VT,2020-03-25,123.0,7.0,27,625741,625618.0
VT,2020-03-26,158.0,8.0,27,625741,625583.0
VT,2020-03-27,184.0,9.0,27,625741,625557.0
VT,2020-03-28,211.0,12.0,27,625741,625530.0
VT,2020-03-29,234.0,12.0,27,625741,625507.0
VT,2020-03-30,256.0,12.0,27,625741,625485.0
VT,2020-03-31,292.0,10.0,27,625741,625449.0
VT,2020-04-01,320.0,13.0,27,625741,625421.0
VT,2020-04-02,338.0,14.0,27,625741,625403.0
VT,2020-04-03,389.0,14.0,27,625741,625352.0
VT,2020-04-04,461.0,16.0,27,625741,625280.0
VT,2020-04-05,512.0,18.0,27,625741,625229.0
VT,2020-04-06,543.0,19.0,27,625741,625198.0
VT,2020-04-07,575.0,23.0,27,625741,625166.0
VT,2020-04-08,605.0,23.0,27,625741,625136.0
VT,2020-04-09,628.0,23.0,27,625741,625113.0
VT,2020-04-10,679.0,23.0,27,625741,625062.0
VT,2020-04-11,711.0,25.0,27,625741,625030.0
VT,2020-04-12,727.0,27.0,27,625741,625014.0
VT,2020-04-13,748.0,28.0,27,625741,624993.0
WA,2020-03-01,11.0,1.0,43,6724540,6724529.0
WA,2020-03-02,18.0,6.0,43,6724540,6724522.0
WA,2020-03-03,27.0,7.0,43,6724540,6724513.0
WA,2020-03-04,39.0,10.0,43,6724540,6724501.0
WA,2020-03-05,70.0,11.0,43,6724540,6724470.0
WA,2020-03-06,78.0,13.0,43,6724540,6724462.0
WA,2020-03-07,102.0,16.0,43,6724540,6724438.0
WA,2020-03-08,122.0,19.0,43,6724540,6724418.0
WA,2020-03-09,162.0,23.0,43,6724540,6724378.0
WA,2020-03-10,265.0,24.0,43,6724540,6724275.0
WA,2020-03-11,365.0,29.0,43,6724540,6724175.0
WA,2020-03-12,457.0,31.0,43,6724540,6724083.0
WA,2020-03-13,568.0,37.0,43,6724540,6723972.0
WA,2020-03-14,642.0,40.0,43,6724540,6723898.0
WA,2020-03-15,769.0,42.0,43,6724540,6723771.0
WA,2020-03-16,906.0,48.0,43,6724540,6723634.0
WA,2020-03-17,1006.0,52.0,43,6724540,6723534.0
WA,2020-03-18,1187.0,66.0,43,6724540,6723353.0
WA,2020-03-19,1376.0,74.0,43,6724540,6723164.0
WA,2020-03-20,1524.0,83.0,43,6724540,6723016.0
WA,2020-03-21,1790.0,94.0,43,6724540,6722750.0
WA,2020-03-22,1996.0,95.0,43,6724540,6722544.0
WA,2020-03-23,2221.0,110.0,43,6724540,6722319.0
WA,2020-03-24,2455.0,123.0,43,6724540,6722085.0
WA,2020-03-25,2581.0,132.0,43,6724540,6721959.0
WA,2020-03-26,3206.0,149.0,43,6724540,6721334.0
WA,2020-03-27,3759.0,176.0,43,6724540,6720781.0
WA,2020-03-28,4289.0,184.0,43,6724540,6720251.0
WA,2020-03-29,4896.0,195.0,43,6724540,6719644.0
WA,2020-03-30,5414.0,218.0,43,6724540,6719126.0
WA,2020-03-31,5662.0,222.0,43,6724540,6718878.0
WA,2020-04-01,6264.0,251.0,43,6724540,6718276.0
WA,2020-04-02,6818.0,265.0,43,6724540,6717722.0
WA,2020-04-03,7119.0,288.0,43,6724540,6717421.0
WA,2020-04-04,7655.0,310.0,43,6724540,6716885.0
WA,2020-04-05,8017.0,338.0,43,6724540,6716523.0
WA,2020-04-06,8383.0,372.0,43,6724540,6716157.0
WA,2020-04-07,8681.0,394.0,43,6724540,6715859.0
WA,2020-04-08,9096.0,421.0,43,6724540,6715444.0
WA,2020-04-09,9606.0,446.0,43,6724540,6714934.0
WA,2020-04-10,9884.0,474.0,43,6724540,6714656.0
WA,2020-04-11,10224.0,491.0,43,6724540,6714316.0
WA,2020-04-12,10411.0,508.0,43,6724540,6714129.0
WA,2020-04-13,10538.0,508.0,43,6724540,6714002.0
WI,2020-03-13,19.0,0.0,31,5686986,5686967.0
WI,2020-03-14,27.0,0.0,31,5686986,5686959.0
WI,2020-03-15,33.0,0.0,31,5686986,5686953.0
WI,2020-03-16,47.0,0.0,31,5686986,5686939.0
WI,2020-03-17,72.0,0.0,31,5686986,5686914.0
WI,2020-03-18,106.0,0.0,31,5686986,5686880.0
WI,2020-03-19,155.0,2.0,31,5686986,5686831.0
WI,2020-03-20,206.0,3.0,31,5686986,5686780.0
WI,2020-03-21,281.0,4.0,31,5686986,5686705.0
WI,2020-03-22,381.0,4.0,31,5686986,5686605.0
WI,2020-03-23,410.0,5.0,31,5686986,5686576.0
WI,2020-03-24,455.0,5.0,31,5686986,5686531.0
WI,2020-03-25,584.0,6.0,31,5686986,5686402.0
WI,2020-03-26,707.0,8.0,31,5686986,5686279.0
WI,2020-03-27,842.0,12.0,31,5686986,5686144.0
WI,2020-03-28,989.0,13.0,31,5686986,5685997.0
WI,2020-03-29,1112.0,13.0,31,5686986,5685874.0
WI,2020-03-30,1221.0,14.0,31,5686986,5685765.0
WI,2020-03-31,1351.0,16.0,31,5686986,5685635.0
WI,2020-04-01,1549.0,24.0,31,5686986,5685437.0
WI,2020-04-02,1730.0,31.0,31,5686986,5685256.0
WI,2020-04-03,1916.0,37.0,31,5686986,5685070.0
WI,2020-04-04,2112.0,56.0,31,5686986,5684874.0
WI,2020-04-05,2266.0,68.0,31,5686986,5684720.0
WI,2020-04-06,2438.0,77.0,31,5686986,5684548.0
WI,2020-04-07,2578.0,92.0,31,5686986,5684408.0
WI,2020-04-08,2756.0,99.0,31,5686986,5684230.0
WI,2020-04-09,2885.0,111.0,31,5686986,5684101.0
WI,2020-04-10,3068.0,128.0,31,5686986,5683918.0
WI,2020-04-11,3213.0,137.0,31,5686986,5683773.0
WI,2020-04-12,3341.0,144.0,31,5686986,5683645.0
WI,2020-04-13,3428.0,144.0,31,5686986,5683558.0
WV,2020-03-21,12.0,0.0,23,1852994,1852982.0
WV,2020-03-22,16.0,0.0,23,1852994,1852978.0
WV,2020-03-23,20.0,0.0,23,1852994,1852974.0
WV,2020-03-24,38.0,0.0,23,1852994,1852956.0
WV,2020-03-25,49.0,0.0,23,1852994,1852945.0
WV,2020-03-26,49.0,0.0,23,1852994,1852945.0
WV,2020-03-27,96.0,0.0,23,1852994,1852898.0
WV,2020-03-28,113.0,0.0,23,1852994,1852881.0
WV,2020-03-29,123.0,1.0,23,1852994,1852871.0
WV,2020-03-30,145.0,1.0,23,1852994,1852849.0
WV,2020-03-31,162.0,1.0,23,1852994,1852832.0
WV,2020-04-01,189.0,2.0,23,1852994,1852805.0
WV,2020-04-02,217.0,2.0,23,1852994,1852777.0
WV,2020-04-03,237.0,2.0,23,1852994,1852757.0
WV,2020-04-04,281.0,2.0,23,1852994,1852713.0
WV,2020-04-05,320.0,3.0,23,1852994,1852674.0
WV,2020-04-06,345.0,4.0,23,1852994,1852649.0
WV,2020-04-07,412.0,4.0,23,1852994,1852582.0
WV,2020-04-08,479.0,4.0,23,1852994,1852515.0
WV,2020-04-09,520.0,5.0,23,1852994,1852474.0
WV,2020-04-10,573.0,5.0,23,1852994,1852421.0
WV,2020-04-11,591.0,6.0,23,1852994,1852403.0
WV,2020-04-12,608.0,8.0,23,1852994,1852386.0
WV,2020-04-13,633.0,9.0,23,1852994,1852361.0
WY,2020-03-16,10.0,0.0,28,563626,563616.0
WY,2020-03-17,15.0,0.0,28,563626,563611.0
WY,2020-03-18,18.0,0.0,28,563626,563608.0
WY,2020-03-19,18.0,0.0,28,563626,563608.0
WY,2020-03-20,22.0,0.0,28,563626,563604.0
WY,2020-03-21,24.0,0.0,28,563626,563602.0
WY,2020-03-22,26.0,0.0,28,563626,563600.0
WY,2020-03-23,29.0,0.0,28,563626,563597.0
WY,2020-03-24,37.0,0.0,28,563626,563589.0
WY,2020-03-25,49.0,0.0,28,563626,563577.0
WY,2020-03-26,55.0,0.0,28,563626,563571.0
WY,2020-03-27,73.0,0.0,28,563626,563553.0
WY,2020-03-28,84.0,0.0,28,563626,563542.0
WY,2020-03-29,85.0,0.0,28,563626,563541.0
WY,2020-03-30,95.0,0.0,28,563626,563531.0
WY,2020-03-31,120.0,0.0,28,563626,563506.0
WY,2020-04-01,137.0,0.0,28,563626,563489.0
WY,2020-04-02,153.0,0.0,28,563626,563473.0
WY,2020-04-03,166.0,0.0,28,563626,563460.0
WY,2020-04-04,187.0,0.0,28,563626,563439.0
WY,2020-04-05,199.0,0.0,28,563626,563427.0
WY,2020-04-06,212.0,0.0,28,563626,563414.0
WY,2020-04-07,221.0,0.0,28,563626,563405.0
WY,2020-04-08,230.0,0.0,28,563626,563396.0
WY,2020-04-09,239.0,0.0,28,563626,563387.0
WY,2020-04-10,252.0,0.0,28,563626,563374.0
WY,2020-04-11,261.0,0.0,28,563626,563365.0
WY,2020-04-12,270.0,0.0,28,563626,563356.0
WY,2020-04-13,275.0,1.0,28,563626,563351.0
